App,Rssi,UUID,Model,Record_Type,DownloadTimeStamp,UTC_TimeStamp,Local_TimeStamp,Unix_Time,Sample,Metric,Battery,ChargeRemaining,Temperature,Humidity,Scaled_Weight,Weight_Scale_Factor,Weight,w1,WeightLRaw,w3,WeightRRaw,w2,w4
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/22/2024 6:17 PM,10/22/2024 2:17 PM,1729621064,131,false,,100,72.69,42,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/22/2024 7:17 PM,10/22/2024 3:17 PM,1729624664,132,false,84,,72.35,42,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/22/2024 8:17 PM,10/22/2024 4:17 PM,1729628264,133,false,,100,71.52,42,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/22/2024 9:17 PM,10/22/2024 5:17 PM,1729631864,134,false,83,,70.82,42,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/22/2024 10:17 PM,10/22/2024 6:17 PM,1729635464,135,false,,100,70.41,42,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/22/2024 11:17 PM,10/22/2024 7:17 PM,1729639064,136,false,83,,70.39,43,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/23/2024 12:17 AM,10/22/2024 8:17 PM,1729642664,137,false,,100,70.19,43,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/23/2024 1:17 AM,10/22/2024 9:17 PM,1729646264,138,false,83,,70.34,44,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/23/2024 2:17 AM,10/22/2024 10:17 PM,1729649864,139,false,,100,70.52,43,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/23/2024 3:17 AM,10/22/2024 11:17 PM,1729653464,140,false,83,,70.59,43,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/23/2024 4:17 AM,10/23/2024 12:17 AM,1729657064,141,false,,100,70.64,43,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/23/2024 5:17 AM,10/23/2024 1:17 AM,1729660664,142,false,83,,70.68,43,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/23/2024 6:17 AM,10/23/2024 2:17 AM,1729664264,143,false,,100,70.73,44,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/23/2024 7:17 AM,10/23/2024 3:17 AM,1729667864,144,false,83,,70.28,44,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/23/2024 8:17 AM,10/23/2024 4:17 AM,1729671464,145,false,,100,69.22,45,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/23/2024 9:17 AM,10/23/2024 5:17 AM,1729675064,146,false,82,,68.46,45,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/23/2024 10:17 AM,10/23/2024 6:17 AM,1729678664,147,false,,100,68.32,46,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/23/2024 11:17 AM,10/23/2024 7:17 AM,1729682264,148,false,82,,69.15,46,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/23/2024 12:17 PM,10/23/2024 8:17 AM,1729685864,149,false,,100,69.49,46,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/23/2024 1:17 PM,10/23/2024 9:17 AM,1729689464,150,false,83,,70.48,46,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/23/2024 2:17 PM,10/23/2024 10:17 AM,1729693064,151,false,,100,70.52,46,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/23/2024 3:17 PM,10/23/2024 11:17 AM,1729696664,152,false,83,,70.86,46,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/23/2024 4:17 PM,10/23/2024 12:17 PM,1729700264,153,false,,100,71.15,46,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/23/2024 5:17 PM,10/23/2024 1:17 PM,1729703864,154,false,83,,71.27,46,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/23/2024 6:17 PM,10/23/2024 2:17 PM,1729707464,155,false,,100,70.97,46,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/23/2024 7:17 PM,10/23/2024 3:17 PM,1729711064,156,false,83,,70.95,47,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/23/2024 8:17 PM,10/23/2024 4:17 PM,1729714664,157,false,,100,70.86,47,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/23/2024 9:17 PM,10/23/2024 5:17 PM,1729718264,158,false,83,,70.46,47,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/23/2024 10:17 PM,10/23/2024 6:17 PM,1729721864,159,false,,100,70.26,48,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/23/2024 11:17 PM,10/23/2024 7:17 PM,1729725464,160,false,83,,70.01,48,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/24/2024 12:17 AM,10/23/2024 8:17 PM,1729729064,161,false,,100,70.26,49,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/24/2024 1:17 AM,10/23/2024 9:17 PM,1729732664,162,false,83,,70.46,49,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/24/2024 2:17 AM,10/23/2024 10:17 PM,1729736264,163,false,,100,70.39,48,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/24/2024 3:17 AM,10/23/2024 11:17 PM,1729739864,164,false,83,,70.64,47,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/24/2024 4:17 AM,10/24/2024 12:17 AM,1729743464,165,false,,100,70.23,46,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/24/2024 5:17 AM,10/24/2024 1:17 AM,1729747064,166,false,83,,70.19,44,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/24/2024 6:17 AM,10/24/2024 2:17 AM,1729750664,167,false,,100,70.08,44,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/24/2024 7:17 AM,10/24/2024 3:17 AM,1729754264,168,false,83,,69.96,43,,,,,,,,,
